id,price
0,14336.42375
1,15489.477630990208
2,993.0133333333334
3,446.645
4,3561.64875
5,1877.5153999582287
6,821.5982857142856
7,5071.609148644455
8,670.5034604363663
9,4355.7757142857145
10,8611.445
11,3887.3561556882305
12,494.57388096664675
13,941.622914954113
14,4248.068065781441
15,7832.08875
16,2180.8591178993006
17,1913.1470805137847
18,2356.6170711368354
19,17087.74918147704
20,4930.85066508047
21,5272.679629294088
22,6827.993734402852
23,1086.508797166808
24,1278.8440713643083
25,863.23046490583
26,2882.323041666667
27,618.0480959383752
28,1794.6874761904764
29,4660.46627905428
30,4521.945288426839
31,874.0530036726814
32,5810.826755952381
33,881.0921717171716
34,3485.15
35,564.6786485291884
36,616.04625
37,2125.854016219397
38,2972.008549514813
39,520.8303333333333
40,942.3122876035985
41,4605.193333333333
42,2787.716560144512
43,6686.7975
44,4120.015897645183
45,3342.1430702675952
46,7986.03
47,1908.6810520043932
48,11573.84
49,632.9331017156862
50,2069.143915390452
51,711.5954464285714
52,8670.830576446582
53,3363.2681249651146
54,9890.894708333333
55,6814.552767443476
56,680.6641604231202
57,743.2260267004064
58,5119.030040395449
59,6733.75538092463
60,3936.41066706454
61,823.8698313043164
62,17337.127838746448
63,10962.585
64,2674.414611111111
65,6534.203409090908
66,991.8585994397758
67,1957.7930308441555
68,8822.385638888889
69,976.4708387560725
70,3838.3602420634916
71,517.5409999999999
72,1194.3582715895216
73,930.4010416666665
74,3953.0309166666666
75,2679.7831756978176
76,1405.7422261904762
77,1894.244880952381
78,4102.432290734729
79,5805.78748104728
80,645.4974166666667
81,1115.6599252636252
82,1322.71375
83,1220.140179702729
84,4852.504911255412
85,765.0315442661913
86,650.304877164502
87,2105.2152466240323
88,2822.468115079365
89,11468.76
90,1722.4614047619045
91,598.5008333333334
92,453.51833333333326
93,486.9456475191476
94,3573.785989316239
95,12676.225
96,784.8901183053058
97,1921.293366973428
98,426.45507142857144
99,2358.19
100,635.9895851278565
101,520.5668987225064
102,2443.1264181929178
103,4025.5567326950636
104,759.595134838746
105,5740.118613362077
106,946.0809650391247
107,5967.7959765935375
108,5096.428261580448
109,16329.571777237008
110,15106.13711480513
111,1047.4269775122539
112,4089.410712150027
113,4312.771575897935
114,2974.16
115,854.931317279942
116,652.4423954828679
117,1698.9883760683763
118,4508.885125
119,1562.7916491522365
120,1120.56
121,595.303230316861
122,17288.017457341273
123,4421.066451756618
124,3540.025046218766
125,5187.530551419192
126,9272.303772605732
127,10981.791085010156
128,756.7513058611165
129,525.1771428571429
130,2437.413728010459
131,3007.839965837818
132,5393.855
133,6350.646864862515
134,5935.467824454792
135,2908.6391666666664
136,723.5860933014353
137,987.2425290408814
138,1048.9109206349208
139,3883.935
140,8889.01
141,4610.27725
142,5031.997293164728
143,1542.375
144,15207.244619745794
145,12804.963801834392
146,468.75060606060606
147,10626.4825
148,3493.3494242424244
149,2729.391213235294
150,3763.63
151,2141.9705252100844
152,7859.705831349207
153,1838.9021466450215
154,5321.524636363636
155,4608.3129402657805
156,2146.675
157,3979.608931939975
158,3138.685655677656
159,6710.198163397275
160,2596.920530125689
161,10782.86
162,755.0722420634921
163,3702.908
164,1432.6305263157892
165,828.6885541403042
166,1018.995
167,565.992375
168,2522.21
169,713.0735122100123
170,14482.078816017316
171,774.3390057372136
172,583.341
173,2742.981169642857
174,15958.684964576489
175,1438.4011605374471
176,1738.5449671401586
177,3248.4216385281384
178,1178.7892559523812
179,4121.165547619047
180,3475.32
181,1014.7087615930766
182,452.7214578438803
183,11103.540063782659
184,1033.3258626142913
185,1287.9170833333333
186,735.5849615789213
187,4041.664243181785
188,4504.261193320568
189,957.1925169117659
190,2268.207011904762
191,4097.7716666666665
192,2617.5944661278977
193,2838.725
194,959.6018133325008
195,762.4843775139125
196,724.2280411927169
197,16208.526481625257
198,5279.556415223666
199,8003.210625
200,1028.4421630195138
201,16618.143958219738
202,3879.471426247771
203,5033.97765157036
204,4940.231151477726
205,4690.10245878553
206,13504.667843940835
207,1319.395997848201
208,3458.185
209,4956.997963958917
210,7712.4914285714285
211,2040.2225
212,4702.020388888889
213,999.3762436882055
214,1321.8901045930395
215,14533.323611750258
216,822.3967009379511
217,9358.187041028415
218,11563.9685
219,2171.4215788846886
220,1198.5602312409815
221,11689.568000000001
222,944.105
223,12636.155
224,2378.621030784514
225,2854.120938505939
226,4765.487996607831
227,8491.1031875
228,6261.5979166666675
229,9308.4375
230,2020.3508576904421
231,661.6221885640166
232,476.37967948717943
233,13702.008036411913
234,3118.4429999999998
235,1062.314105226301
236,464.90176767676763
237,15166.963212266903
238,2562.712916666667
239,508.8337224522645
240,3412.425333333333
241,570.7686336996336
242,8755.150867063492
243,1171.0244275418022
244,6714.313095238094
245,776.201230185269
246,445.520880952381
247,12164.087595238096
248,4602.924519065893
249,4366.03130952381
250,1632.2130709286284
251,1078.775
252,3073.267096813854
253,1866.879363636364
254,13235.035
255,4037.708974427859
256,771.360403846154
257,7409.524142857143
258,1073.7835833333334
259,2727.20625
260,744.7107095537712
261,5385.884020203811
262,14052.373
263,899.0695124250751
264,1815.8262636644401
265,878.595
266,5536.91375
267,4093.8940000000002
268,3683.0846075662616
269,1042.7801066017319
270,11973.445
271,8536.18064484127
272,3922.8376198641013
273,1674.263642857143
274,8402.821127976189
275,5820.953996250773
276,1077.6
277,10648.421666666667
278,1289.9421999648905
279,575.7218636014169
280,4945.798937117628
281,3653.8132675348766
282,468.0018366155206
283,639.9744166666667
284,1772.0933299437195
285,1080.6758333333332
286,14316.071449017543
287,8425.635
288,804.8617002678345
289,4912.765397525677
290,908.003322055138
291,11497.94
292,1933.3357916666666
293,5153.842843300296
294,2701.942046597228
295,4244.59749547094
296,1702.6175
297,2471.40125
298,15599.685
299,1639.951
300,7835.3857499999995
301,1872.0308986956027
302,4092.2675001602724
303,6413.964404761905
304,4482.2888095238095
305,1182.8835000000001
306,6113.3422050630525
307,900.2472527670736
308,3614.0642177600744
309,3862.0115
310,2680.171152777778
311,3626.8680308510934
312,4046.13
313,9069.727142857144
314,971.1771412337661
315,743.3324206349207
316,985.4898751526251
317,2612.3979285714286
318,2626.8296349206353
319,12854.079855290076
320,1807.05125
321,615.0100964949138
322,5881.8996282051285
323,3064.2059999999997
324,13487.871770562771
325,439.3069246221098
326,593.7035714285714
327,10426.3825
328,1646.2487499999997
329,645.2266666666667
330,786.4046590909091
331,2528.0407638888887
332,3439.429511904762
333,3035.8117260101008
334,1662.7051722291599
335,10042.177973028603
336,598.8737878787879
337,7924.579166666666
338,4719.33724591837
339,2580.134196428571
340,612.057
341,2114.308663345723
342,8606.049004302105
343,4136.50070378588
344,8880.17
345,792.713982127701
346,2528.595679264815
347,5213.606523105357
348,4417.587857142857
349,1899.0350833333332
350,4986.198624925074
351,459.05532051282046
352,1427.085
353,757.9828595293594
354,10647.620989069266
355,11073.326836730097
356,2120.2189096564907
357,1103.1574583333334
358,1256.0537696596882
359,456.6775263127395
360,7090.4685
361,837.7313175800808
362,679.2761666666667
363,1765.485
364,2109.288173076923
365,4664.314860847896
366,13747.494423076923
367,5486.6589060789065
368,2847.5623547471055
369,9895.311749999999
370,2974.838208830645
371,4582.233342338217
372,2182.518245745921
373,4121.60981275108
374,4350.6895149389065
375,1162.9659166666665
376,5795.827635726596
377,4163.944047917555
378,1919.805
379,1631.9303503960307
380,689.9019153647313
381,12506.942731765572
382,1015.9355423400132
383,1900.8734157247977
384,16235.166916666667
385,4800.041540505395
386,1509.318196969697
387,6491.851248676542
388,3831.3345986887502
389,1012.1756236042182
390,953.2814522194469
391,8016.86
392,678.615924172253
393,2475.1904590643276
394,7625.6033333333335
395,945.7171075886127
396,445.8353056873078
397,4841.133476250527
398,2547.545319607816
399,5091.07380105567
400,1295.608137506496
401,9845.750713512032
402,4093.558158488653
403,7387.48
404,3783.4150864511303
405,1560.521827694622
406,603.9594883071476
407,4366.726883612956
408,999.3674119047619
409,976.3601555903246
410,7046.318285714286
411,5065.06
412,1322.6086322716158
413,708.6125599020575
414,3060.346375
415,651.9204761904763
416,1067.489436147186
417,1568.0477197972973
418,1082.4327777777778
419,5147.575869863363
420,515.6724401985957
421,1955.94
422,5309.942219029404
423,1064.3381428512794
424,1842.6388755341227
425,7186.944648446677
426,3163.5519085081587
427,697.3673333333334
428,2449.145184065934
429,1125.84
430,10462.0275
431,1018.4811111111112
432,5780.566906467202
433,3203.3215833333334
434,8579.39
435,12183.455025584795
436,550.4132657437005
437,1770.8183576606511
438,566.4820560112506
439,3836.35656002331
440,6630.344943861694
441,842.1354210183032
442,3132.523294677544
443,4486.288828349237
444,2147.284361111111
445,627.694373015873
446,7058.054391865077
447,5417.86944284791
448,13707.293166666666
449,812.3019500953774
450,5843.7585714285715
451,5826.8840607942875
452,2896.6778988095243
453,4267.4537242495535
454,1734.8272409370722
455,694.3021163052633
456,4903.622569720181
457,2466.2760136544007
458,839.9694047619047
459,562.2454166666668
460,2691.555925088448
461,11128.475
462,684.5522864651647
463,17148.917226190475
464,4786.265305687855
465,2082.7121406232654
466,856.72
467,900.6826441274613
468,5051.433080819252
469,1505.7297097338933
470,704.7809058580309
471,848.2650024841689
472,1987.2425042920108
473,4712.850416666667
474,5734.954459718686
475,447.26340326340323
476,1026.8244970680646
477,5069.172667379284
478,6948.3852667099845
479,1811.181676766165
480,714.6939816017315
481,576.3941428571429
482,683.2619166666667
483,1614.209285714286
484,1615.2464272186148
485,4199.2648026272545
486,4648.6687260266735
487,1722.8956785714283
488,955.1583333333334
489,4391.15625
490,4473.722580234995
491,3146.63
492,7049.123724442225
493,1652.6141656665038
494,7643.315333333335
495,2641.4233529111925
496,4277.55
497,2299.4572661082384
498,674.4733040734121
499,15761.595
500,657.9603992348577
501,2961.68249526862
502,1077.628996031746
503,4236.097
504,5896.771206309866
505,1090.5452402597402
506,2069.1350793800934
507,3185.1625458476356
508,1686.3080193604678
509,13260.299942154357
510,799.6075833333333
511,665.4727624671079
512,1759.1395949043647
513,6226.470378018912
514,5339.759915942757
515,4928.17125849343
516,896.041317579153
517,1182.9666785714285
518,7062.360270102705
519,16548.254999999997
520,803.7858749999999
521,798.4465073076743
522,4010.290484005036
523,720.8802439024389
524,732.2790476190474
525,601.9097427212118
526,4265.399297744635
527,2189.534476190476
528,1939.8605263076242
529,4049.375263610527
530,7040.19
531,829.0869347622793
532,765.1748815224181
533,3359.08625
534,1610.6191666666666
535,4521.75
536,787.4033333333334
537,598.3424580106047
538,16526.26534920635
539,6332.461482584752
540,4325.687797619047
541,2193.9193333333333
542,3454.813888888889
543,2254.09
544,1696.7093001849148
545,6266.24473293361
546,794.4294808702848
547,3993.35591265976
548,503.32561147186146
549,9457.421388888886
550,4372.964516594517
551,936.6356944444442
552,1721.3448166599
553,4389.99
554,1066.7
555,774.7684662698413
556,605.26875
557,4522.615
558,1745.4515313040254
559,1670.556
560,2419.416578624919
561,9228.964720238093
562,1877.268971153846
563,996.8341332535855
564,622.4605716667204
565,3001.7982546897547
566,15461.769485294119
567,1185.7379268037453
568,704.7124145299146
569,2881.7050995879126
570,750.9181861260085
571,4732.29080952381
572,14270.775972962801
573,828.5423261138922
574,14379.078974561668
575,2133.9461190476195
576,1346.2929761904763
577,5084.733266406797
578,6771.975
579,2980.76
580,4639.037941278404
581,2335.24101114082
582,5117.2378122107775
583,2293.7557396303773
584,461.44502568922303
585,2299.415621124416
586,9474.389428571427
587,797.150488095238
588,5255.950725744941
589,1057.5017035972874
590,677.305
591,6117.348333333332
592,2708.270265602453
593,2139.9963931485186
594,2895.215625
595,3757.705
596,822.4460266099247
597,1085.4930713170868
598,12747.039371794872
599,7179.4585
600,1967.005
601,1010.5854030981822
602,2340.22
603,1000.68
604,6577.947592909765
